message,author
Pundit on NPR just called #debate08 best... debate... ever...,akohler
@MercuryMetro Hes obviously very intimidated by Barack. #current,realspacegoat
Obama needs to be more direct. I agree. So whats up Boone wanting us to all go over and discuss his plan #current,Im_X1
Obama mention in regard to McCains war on earmarks Earmarks make up less than 1 of federal budget http//xrl.us/osagt  #debate08,drmabuse
Am I the only one surprised that McCain mentioned he was a POW just once #tweetdebate,alexashrugged
@stevenfoley I think us Obamanauts are wondering what debate he lost #debate08,chickenface
where is Palin  Youre kidding me right  um duh!  #debate08,scheidel
Defining phrase for McCain you dont understand #current #debate08,theebayk1d
Nicole Wallace on CBS Sen. Obama had Illinformed and wrong ideas and A spending freeze is a good idea. Uh... #current,jtapjtapjtap
I dont think the GOP DOES hate Mr. Clinton. #debate08,ahg3
@martinbowling @current TV distinguishing itself by mashing TV & web. Debate good example ),KeriDeHerrera
Dont acquit McCains anger with energy #debate08,CovertRadioShow
rt @ObamaNews DEBATE REALITY CHECK FACTCHECK ON COMMITTEE HEARINGS http//tinyurl.com/4ve7f2 #debate08 #current #tweetdebate,caroline
Obama refers to McCains absurd singing of Bomb bomb bomb Bomb Bomb Iran (to tune of Barbara Ann by Beach Boys). #debate08,Will Reynolds Young
twHILLARY> I dont think the GOP DOES hate Mr. Clinton. #debate08 http//tinyurl.com/42hqk4,EdLRoberts
 #debate08 McCain reminded of us that he was alive during the Civil War. Obama reminded us that hes smart.,playersholiday
#debate08 NBC interviewed Biden for Obama then Giuliani for McCain. Where in the hell is Palin,monkeefingers
funny metoo from obama i have a bracelet! #tweetdebate,abbashaiderali
#debate08  CNN  it worked! That audience response monitor put me to sleep.  Woke up during the babbling postdebate analysis.,jkelly79
My wife says McCain is a behind  get it #current #debate08,VJESCI
Hot damn Obama is just crushing McCain. How can anybody see it differently Blinders I guess. #debate08,jfloyd
Im looking forward to the next debate which will feature candidates addressing important questions in a Mad Lib format. #tweetdebate,FakeObama08
Maybe McCain can apply for Miss Congeniality of the White House in January. #current,srubenfeld
The transcripts are up people lets get the facts straight and not add to the spin #DEBATE08,ObamaNews
@NewsHour Lehrer would do well to recall Neil Postmans point that how you ask a question shapes the answer you get http//bit.ly/1qxCwR.,janoss
@QueenMayhem Chase told me that annihilated is code for screwed and he has someone in mind for the screwing if you know what i mean ;),rpetty
#debate08 Giuliani  Really  Where is Palin,cadler
#current Are there any cartoons on,msaleem
RT @cspan Check back to see the debates Word Tree. Once we iron out the transcripts should have some very interesting data #debate08,UltraNurd
McCain already created a video on Obama saying he is right http//is.gd/3chN #debate08,whitneyarlene
Not sure I would be advertising the fact that Obama looks bipartisan after this weeks bizarre McCain stunts.  #debate08 #mccain #obama,clarkjolley
#current the defining moment of the debate http//tinyurl.com/4pyxsf,Sheloo Koul
LeVar says eff those guys!  Vote for LeVar! #current #debate08,WomenWhoTech
@BarbaraKB while I am bugging you check out http//zi.ma url shortening with great stats follow where your social media stories spread ;),sidcarter
Harold Ford Jr  Well wait and see the next debate. #current,EricFriedman
@barbaranixon #current #debate the uhs keep us on the edge of our seat waiting 4 what hes going to say that hes so carefully thot about,Lola86
Politics has changed. I miss the old days when candidates would beat the crap out of each other with silvertipped canes. #tweetdebate,CarriBugbee
#current  I just want to know somebodys counting how many minutes each candidate talked.  Lehrer is used to letting commentators blather.,offthemeathook
rt @PatrickRuffini t @mikemadden Will the frequent Obama McCain is right lines will haunt him later #debate08 #current,thepete
first time Ive ever seen the FAIL whale a minute ago! Twitter did pretty good tonight though! Thx Twitter! #current #debate08 #tweetdebate,wcdarling
also Obama is weirdly passiveaggressive by saying McCain is absolutely right but youve said stupid crap in the past. Huh #debate08,designtwit
c|net is a new digital partner w/CBS according to Katie Couric. Theres a live webcast on cbs.com & cnet.com for commentary. #current,etherkiller
#current  Why didnt we at least see Obamas face when he disputed McCains misrepresentations of him He surely wasnt allowed corrections,LymphomaChick
Obama on the surge you were wrong you were wrong you were wrong!  I stood up and cheered!!! McCain just stood and blinked. #debate08,orbitaldiamonds
#debate08 mccain spokeswoman on cnn just called obama eloquent havent people learned not to do that yet,starweaver
McCain needed to look more independent.  Now he looks to ride Obamas coattails with the I agree commercial.  #debate08 #mccain #obama,ralphpoole
#debate08 Why is Obama agreeing with John McCain on obvious issues a bad thing,mediaphyter
#current Mantra from McCain spin room this was a debate on McCains turf. Next up Bidens take on it.,gminks
RT @patrickruffini McCain already has an ad about the debate #debate08 http//tinyurl.com/43n74w,orbitaldiamonds
@disavian. Re foreign travel=foreign policy expertise. Totally!,Duhh
#debate08 I have 12 undecideds plus me 2 to Obama. 1 to McCain. 4 undecided. 4 stopped watching. 2 (including me) want new choices.,barbaranixon
Looks like the McCain campaign workers are out here in numbers tonight.  Poll number have them spooked.  #debate08 #mccain #obama,jas_aiken
The reason McCain may seem to have done better is because we (probably incorrectly) had low expectations of him. #debate08,PinkOliveFamily
@kjs This is supposed to be McCains topic #debate08,bmaleszyk
if you live in the bay area and want to come to an awesome obama party mon 10/6 email me at sfobamaparty at yahoo dot com #current,paparatti
RT @alexashrugged WOW  McCain already has an I agree with Sen. McCain ad! SWEET http//tinyurl.com/43n74w #debate08 #current,kyeung808
A few of my colleagues & I watched the debate here @ work.  CNNs Audience Reaction Monitor = Fail.  Who do you think won tonight #debate08,josieg182
@DocMara yeah yeah thats what Im talking about! Repubs hang up your hats wait for 2012. #debate08,nericksx
LOL!!! CNN guy just called Biden Senator Obiden  I kid you not.  #debate08,WazNeeni
http//buzztter.com/en #debate08 this debate obama was #current the debate mccain won debate was mccain is obama won lehrer,agibson
#debate08 Will be interesting to see how Biden plays the same game with Palin trying to make her look inexperienced like McCain was doing,barbaranixon
#current Biden Johns judgment is in the past. If you liked the last 8 years you should stick with John!,AndrewSmith
When is the Biden / Palin debate   #debate08,lebrun
@RobertBluey  Whats that used car salesman doing on CNN Oh its Joe Biden. #debate08 #current    Ha ha Mr. Bluey!  Amen to that!,Johnny Cho
lol @ Anderson Coopers response about Palin joining them #debate08 @tweetdebate,blackvoices
#debate08 We seem to have come full circle... Huh! Your circle had nothing to do with a word out of his mouth!,elaineschoch
#current Whoa twitter search with buzz words eye contact amazing reactions.,jehraley
R/T @DominickEvans actually McCain is acting like Obamas jealous lover....you did this...whine whine  #current #debate08,KatieFavazza
HEY! Hey everybody! I have a bracelet too!!! #tweetdebate #current,firegold21
@WomenWhoTech true. The only mainstream media coverage I look forward to is The Daily Show! #debate08,damnneargenius
@andreamercado Channel 5 web poll has it 50 JMac 47 Big O 3 draw,moopmoop
CNN just played footage of Obama from one of last summers debates. Conclusion The campaign has aged him. #tweetdebate,drmabuse
#debate08 so far the best postdebate site is the WaPos factchecking by reporters here http//is.gd/3c9l,crystalclear3
Looking forward to the VP debate next week  Must See TV! #debate08,mtrausch
@cristalbubblin what does obama win mean huh  #debate08 #tweetdebate Russia Iraq POW Senator McCain CNN Ahmadinejad #mccainshot,MrDelawareOhio
So I am really sober after the debate #current #debate08 #obamashot #mccainshot,Yzard
#debate08 still thinking its totally funny all these polls are running but we cant get a national electronic voting system...,coffeemakergirl
Interesting. MSNBC declaring McCain the winner FoxNews declaring Obama the winner. Youre hardest on the one you love. #debate08,marycanady
ok I am done watching #debate08 thread.  McPalin=No More,vanmaanen
#2019 #current going through the commentary during the debates it seems the public has as much of a grasp as the candidates.,martinbowling
#debate08  Hard for me to admit it but got the feeling McCain kicked ass (,andreamercado
#current Gurgen Obama more focused on diplomacy; McCain has more muscular neocon view. Closer to Bush first term.,realspacegoat
#debate08 McCain •À_•À_•À_ esse cara! kkkkkkk #sacaneando,lumatts
@Imarilove I wouldnt miss that for the world I think Im going to get popcorn and lots of hard cider for that one.,bjlayland
@robinelaine thanks we have much to work on but the experiment was a good first step!,jguerrero
#2019 #current those who werent rallying behind their already decided candidate seemed generally apathetic to the political maneuvering.,presto123
Barack Obama VIDEO The Right Judgment in Iraq http//tinyurl.com/4d7tvl #debate08 #current #tweetdebate,supersloth
Everyone is all worked up that McCain admitted that USA tortured prisoners.  There were pictures after all. #current #debate08,DominickEvans
Barack Obama DEBATE REALITY CHECK WHAT HE SAYS VS. WHAT HE MEANS ON TAXES http//tinyurl.com/44d45b #debate08 #current #tweetdebate,urbanfocus
@Imarilove Visual literacy in business.  this last one was adult development.  I greatly dislike writing papers. Cant wait for core courses,dbrowell
